2016-01-15 15:44:11,RT @archetype2014: RT #PEOPLE DON'T BE THIS 2016! #BB #CBB #CBBBOTS #CBB2016 #VAMPIRE WITH #FAKE #CIRCUS &amp; #RIGGED #ROBBERY OF SOULS! https…,Everywhere
2016-01-15 15:06:03,@GarantiyeSor what's up with your ridiculous transfer fees? $30 every time I want to receive money in my account? #hırsız #robbery,"BA, TR, CA"
2016-01-15 14:31:57,@888poker will you still take 20% when the dollar is close to parody? If so see ya! #robbery,Labrador 
2016-01-15 14:25:06,Larne takeaway staff shield pregnant colleague during second armed robbery in two days https://t.co/uWE8FSgPe4 #Larne #robbery #NINEWS,"Larne, Co Antrim, N Ireland"
2016-01-15 14:22:28,Larne takeaway staff shield pregnant colleague during second armed robbery in two days https://t.co/32Cg60Xh7f #Larne #robbery #NINEWS,Got a story? Phone 02828272303
2016-01-15 13:39:39,"https://t.co/8zX0EcPQ2l (Lahore Bank Robbery)
#guardwithrobbers #Lahore #bank #robbery #millionrupeeslooted... https://t.co/lFfA2ZjV8S",Karachi
2016-01-15 13:15:02,"#Franklin Square #Chase #bank #robbery attempt ends with #suspect shot, #police say - Jan 15 @ 8:14 AM ET  https://t.co/iNAG3I5Q0T",USA
2016-01-15 13:02:45,"Lahore Bank Robbery https://t.co/MBGhHVAfSx
#guardwithrobbers #Lahore #bank #robbery #millionrupeeslooted https://t.co/9Q2y0FMc4s",Karachi
2016-01-15 13:01:48,"#Police: #Teen faces charges in restaurant killing, #robbery - Jan 15 @ 8:01 AM ET  https://t.co/D5CsY87cxw",USA
2016-01-15 12:45:57,I also want a billion! #billion #robbery #røveri #milliarder Isn't bad to steal a billion from the Bank!,Russia 
2016-01-15 12:23:45,That's pretty brutal #robbery https://t.co/I6tseT4Yn5,Whitechapel
2016-01-15 12:10:27,"Well, damn. Fix the problems NOW; clearly the state should never been granted control. #robbery #EducationFirst https://t.co/abdXzKhFXQ",Texas
2016-01-15 11:58:36,#Columbus SWAT Nabs Trio Of Armed #Robbery #Suspects; One Shot - Jan 15 @ 6:58 AM ET  https://t.co/d52epZDZav,USA
2016-01-15 11:57:44,Man shot during #West Ridge armed #robbery - Jan 15 @ 6:57 AM ET  https://t.co/btHkhsO2cn,USA
2016-01-15 10:10:02,RT @ibakatv: #Rowdy #Argument inside a house During a #Street #Robbery #imebishop @belindaeffah #Movie: https://t.co/X4QIL1MiTd https://t.c…,"Kalispell, MT"
2016-01-15 10:04:27,#Police arrest #suspect in Thursday #bank #robbery in South #Scranton - Jan 15 @ 5:04 AM ET  https://t.co/KGpv0GoGWf,USA
2016-01-15 09:58:50,#highway #robbery #weg #gejat #Russian #official #suspected of #stealing 30 miles of #road https://t.co/Wy8KVaLBGm,woonkamer
2016-01-15 09:58:47,#Rowdy #Argument inside a house During a #Street #Robbery #imebishop @belindaeffah #Movie: https://t.co/X4QIL1MiTd https://t.co/LvZM1b7pWQ,"Minnesota, United States"
2016-01-15 09:10:59,#RockfordScanner Attempted Armed Robbery In Rockford https://t.co/PqV77uYyTU #robbery #rockford #ataround1930hrs,Rockford Illinois
2016-01-15 09:08:52,RT @NL_Times: Two arrests made in #weird #ZwartePiet armed #robbery. #WTF https://t.co/6QtZWRvPeJ,UK & Holland
2016-01-15 08:52:29,"Man, woman charged with armed #robbery in downtown #Dallas - Jan 15 @ 3:52 AM ET  https://t.co/ED1yCbCaLQ",USA
2016-01-15 08:47:58,"Three charged in Waterboro #robbery, #kidnapping - Jan 15 @ 3:47 AM ET  https://t.co/OUM3lrjtyv",USA
2016-01-15 08:28:38,Two arrests made in #weird #ZwartePiet armed #robbery. #WTF https://t.co/6QtZWRvPeJ,The Netherlands
2016-01-15 07:30:13,"#HighCourt asks why no action against #cop who ‘instigated’ a #robbery @ https://t.co/8T83AEPwBm
#Corruption https://t.co/KGcbDQCc2f",India
2016-01-15 07:27:53,Oakley: 4 East Bay men arrested on suspicion of home #invasion #robbery - Jan 15 @ 2:27 AM ET  https://t.co/qzrwTbAczl,USA
2016-01-15 06:37:03,#Robbery at Pashene village of Murbad tehsil #jobs #500K #: #Thane: Two unidentified persons robbed a family i... https://t.co/jIYG2ebGWc,
2016-01-15 05:57:16,Man shot during #robbery in #West Ridge - Jan 15 @ 12:57 AM ET  https://t.co/af4UCu5EEu,USA
2016-01-15 05:31:09,I can't believe The Tribe wasn't nominated for an Oscar. @Myroslav_Plemya deserved a Best Director nomination at the very least. #robbery,"Saskatoon, SK"
2016-01-15 05:12:13,"I finally found out who the ""They"" is that don't want you to win @djkhaled #Madden16 #Robbery #They",
2016-01-15 05:00:50,NEW INFO: 19-year-old charged with capital #murder in Jack's #robbery - Jan 15 @ 12:00 AM ET  https://t.co/CgM1EjWuZ4,USA
2016-01-15 04:35:00,Highland Meijer #evacuated as #police search for #robbery #suspects - Jan 14 @ 11:34 PM ET  https://t.co/IsOjA9ihPp,USA
2016-01-15 04:07:04,#Police identify #suspect in South #Scranton #bank #robbery - Jan 14 @ 11:06 PM ET  https://t.co/KEk8rCaH8j,USA
2016-01-15 04:05:56,YOU CAUSE MOST #MURDER #CRIME #ROBBERY #CORRUPTION #TORTURE IN WORLD THROUGH SUPPORTING #DRUG #PROHIBITION + #PRESCRIPTION! #NO! #FRED4PREZ!,"CALIFORNIA, USA"
2016-01-15 02:58:27,#APD #Investigating possible #attempted #robbery - https://t.co/dKBdBkKZcv #AlexandriaCrime https://t.co/rhyjImgQ10,www.oldtownpost.com
2016-01-15 02:37:21,"Should have put both arms thru FIRST
Hatton Garden raid: BBC's Daniel Sandford recreates vault scramble https://t.co/bRX9qPiRuk #robbery",
2016-01-15 02:09:34,@evilpez4 you must have been at Sobeys looking at the $6.99 they wanted for a cauliflower #robbery,Charlottetown. PEI
2016-01-15 01:46:05,Remarkable. #Vancouver  when they approve bike lanes it happens in weeks. But the fees are #robbery  https://t.co/Zj4namE0u4,
2016-01-15 01:43:54,"Person Shot During #Bank #Robbery In #Franklin Square, #Long #Island - Jan 14 @ 8:43 PM ET  https://t.co/VeZxcXhZVt",USA
2016-01-15 01:26:48,Will Smith not nominated for Oscar! Ridiculous. It's like having Xmas without Santa! Wake up Academy! #OscarNoms #WillSmith #robbery #fedup,
2016-01-15 01:25:00,BREAKING NEWS: Student Escapes Gunpoint Robbery https://t.co/nh0pr3y9Xg #georgiastate #gsu #gstv #studentmedia #guns #robbery #news #Atlanta,
2016-01-15 01:16:44,#Antioch: Uncharged #suspect in 2014 #murder arrested after home #invasion #robbery - Jan 14 @ 8:16 PM ET  https://t.co/R9okeDlMtV,USA
2016-01-15 01:05:43,RT @CBSSF: #SantaClara #police release sketch of #suspect in park #stabbing and #robbery https://t.co/q6czbbVND6 https://t.co/4DXzmAFO1v,
